trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
508,False,"{'a': 0.1, 'e': 0.7419359999999999}",25,0,-105.80687749573438,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
509,False,"{'a': 0.1, 'e': 0.740919}",25,0,-149.78385463986956,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 3}",0
510,False,"{'a': 0.1, 'e': 0.7399}",25,0,-66.67538509694148,"{0: 15, 1: 6, 2: 2, 3: 2, 4: 0}",0
511,False,"{'a': 0.1, 'e': 0.7388790000000001}",20,1,-75.54605741473719,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 2}",1
512,False,"{'a': 0.1, 'e': 0.7378560000000001}",25,14,3.9727201859980887,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
513,False,"{'a': 0.1, 'e': 0.736831}",25,1,-82.52089631360015,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 1}",1
514,False,"{'a': 0.1, 'e': 0.735804}",20,0,-81.2728364102623,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
515,False,"{'a': 0.1, 'e': 0.734775}",25,0,-44.70575882465586,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
516,False,"{'a': 0.1, 'e': 0.733744}",25,0,-173.72566208687803,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
517,False,"{'a': 0.1, 'e': 0.732711}",20,0,-33.94182651723704,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
518,False,"{'a': 0.1, 'e': 0.731676}",20,0,-90.69647064955663,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
519,False,"{'a': 0.1, 'e': 0.730639}",20,0,-16.081965420921588,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
520,False,"{'a': 0.1, 'e': 0.7296}",25,6,-16.47863165549945,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
521,False,"{'a': 0.1, 'e': 0.728559}",20,0,-66.03591472709077,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
522,False,"{'a': 0.1, 'e': 0.727516}",20,8,-81.5320058736606,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 2}",1
523,False,"{'a': 0.1, 'e': 0.7264710000000001}",30,0,-150.37833306676268,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 2}",0
524,False,"{'a': 0.1, 'e': 0.7254240000000001}",25,0,-142.02051592735728,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
525,False,"{'a': 0.1, 'e': 0.724375}",25,0,-184.8927797333016,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
526,False,"{'a': 0.1, 'e': 0.7233240000000001}",20,0,-28.453095008230264,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
527,False,"{'a': 0.1, 'e': 0.722271}",25,11,-40.76957169487091,"{0: 8, 1: 1, 2: 5, 3: 0, 4: 0}",1
528,False,"{'a': 0.1, 'e': 0.7212160000000001}",20,0,-25.56530438400228,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
529,False,"{'a': 0.1, 'e': 0.720159}",20,0,-26.56458526618822,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
530,False,"{'a': 0.1, 'e': 0.7191000000000001}",25,0,-28.43337180969303,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
531,False,"{'a': 0.1, 'e': 0.7180390000000001}",20,0,-10.020189679462282,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
532,False,"{'a': 0.1, 'e': 0.7169760000000001}",30,15,-68.6419142814625,"{0: 11, 1: 1, 2: 0, 3: 2, 4: 1}",1
533,False,"{'a': 0.1, 'e': 0.715911}",30,0,-156.58130063007434,"{0: 15, 1: 5, 2: 7, 3: 2, 4: 1}",0
534,False,"{'a': 0.1, 'e': 0.714844}",35,3,-128.31162255852968,"{0: 21, 1: 4, 2: 4, 3: 1, 4: 2}",1
535,False,"{'a': 0.1, 'e': 0.713775}",25,0,-140.3169228931633,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 3}",1
536,False,"{'a': 0.1, 'e': 0.712704}",30,0,-303.647725232165,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 6}",0
537,False,"{'a': 0.1, 'e': 0.711631}",30,3,-90.05214534076556,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 2}",1
538,False,"{'a': 0.1, 'e': 0.710556}",20,0,-80.04359486913178,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
539,False,"{'a': 0.1, 'e': 0.709479}",20,0,-72.59006890015618,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
540,False,"{'a': 0.1, 'e': 0.7084}",30,16,-31.695869407522807,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
541,False,"{'a': 0.1, 'e': 0.707319}",25,0,-140.3954669646954,"{0: 10, 1: 4, 2: 9, 3: 2, 4: 0}",0
542,False,"{'a': 0.1, 'e': 0.7062360000000001}",25,0,-45.39659042172606,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
543,False,"{'a': 0.1, 'e': 0.7051510000000001}",25,8,-37.23785782202036,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 0}",1
544,False,"{'a': 0.1, 'e': 0.704064}",20,5,-53.77711813269377,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
545,False,"{'a': 0.1, 'e': 0.702975}",20,0,-28.167280385242027,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
546,False,"{'a': 0.1, 'e': 0.701884}",20,6,-63.88030891656033,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
547,False,"{'a': 0.1, 'e': 0.7007909999999999}",30,0,-91.15159983558353,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
548,False,"{'a': 0.1, 'e': 0.6996960000000001}",35,7,-143.2346171304207,"{0: 16, 1: 2, 2: 6, 3: 3, 4: 1}",1
549,False,"{'a': 0.1, 'e': 0.698599}",30,0,-81.87446023066207,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
550,False,"{'a': 0.1, 'e': 0.6975}",20,0,-77.10536354315984,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
551,False,"{'a': 0.1, 'e': 0.696399}",30,0,-72.97643491570238,"{0: 21, 1: 5, 2: 3, 3: 0, 4: 1}",0
552,False,"{'a': 0.1, 'e': 0.695296}",20,0,-26.426697038742816,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
553,False,"{'a': 0.1, 'e': 0.694191}",25,0,-134.77201594391343,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
554,False,"{'a': 0.1, 'e': 0.693084}",25,0,-55.0150813392725,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
555,False,"{'a': 0.1, 'e': 0.691975}",20,10,-61.61045206256504,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
556,False,"{'a': 0.1, 'e': 0.690864}",25,0,-32.915682764557886,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
557,False,"{'a': 0.1, 'e': 0.689751}",20,1,-141.19606820223257,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 3}",1
558,False,"{'a': 0.1, 'e': 0.688636}",25,0,-86.29617985498463,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
559,False,"{'a': 0.1, 'e': 0.687519}",25,0,-99.80809624547638,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
560,False,"{'a': 0.1, 'e': 0.6864}",25,0,-208.04342686642659,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 4}",0
561,False,"{'a': 0.1, 'e': 0.685279}",25,14,-31.38319218873275,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
562,False,"{'a': 0.1, 'e': 0.684156}",20,3,-52.88181725507531,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
563,False,"{'a': 0.1, 'e': 0.6830309999999999}",30,0,-20.32382558083741,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
564,False,"{'a': 0.1, 'e': 0.6819040000000001}",25,0,-32.04006375365651,"{0: 17, 1: 6, 2: 2, 3: 0, 4: 0}",0
565,False,"{'a': 0.1, 'e': 0.680775}",20,0,2.290971054784716,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
566,False,"{'a': 0.1, 'e': 0.679644}",20,13,1.616087625079539,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
567,False,"{'a': 0.1, 'e': 0.6785110000000001}",20,0,-35.549275463125035,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
568,False,"{'a': 0.1, 'e': 0.677376}",20,0,-32.36218101786848,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
569,False,"{'a': 0.1, 'e': 0.676239}",20,12,3.006808872672933,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
570,False,"{'a': 0.1, 'e': 0.6751}",30,0,-101.12314957535322,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 3}",0
571,False,"{'a': 0.1, 'e': 0.673959}",30,7,-25.864338306643457,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 0}",1
572,False,"{'a': 0.1, 'e': 0.6728160000000001}",25,0,-25.058955692395752,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
573,False,"{'a': 0.1, 'e': 0.671671}",30,16,-87.91119891216526,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 2}",1
574,False,"{'a': 0.1, 'e': 0.670524}",30,0,-18.635384024384283,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",0
575,False,"{'a': 0.1, 'e': 0.669375}",30,0,-34.60082135526664,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
576,False,"{'a': 0.1, 'e': 0.668224}",25,0,-143.11149445522452,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
577,False,"{'a': 0.1, 'e': 0.667071}",20,1,-151.78468897106333,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 3}",1
578,False,"{'a': 0.1, 'e': 0.665916}",25,0,-114.62197140105272,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
579,False,"{'a': 0.1, 'e': 0.664759}",20,0,-37.608843424116856,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
580,False,"{'a': 0.1, 'e': 0.6636}",20,0,-36.62127617429152,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",1
581,False,"{'a': 0.1, 'e': 0.662439}",20,0,-66.22379825376153,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
582,False,"{'a': 0.1, 'e': 0.661276}",20,4,-104.65868367789516,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 2}",1
583,False,"{'a': 0.1, 'e': 0.660111}",20,0,-89.31269351686993,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
584,False,"{'a': 0.1, 'e': 0.658944}",30,0,-160.1878391149551,"{0: 16, 1: 5, 2: 6, 3: 1, 4: 2}",0
585,False,"{'a': 0.1, 'e': 0.657775}",20,5,-68.84594076249545,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
586,False,"{'a': 0.1, 'e': 0.656604}",25,11,-151.44996740239634,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 3}",1
587,False,"{'a': 0.1, 'e': 0.6554310000000001}",20,0,-34.78061211289173,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
588,False,"{'a': 0.1, 'e': 0.654256}",20,11,-10.22799859198878,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
589,False,"{'a': 0.1, 'e': 0.653079}",35,22,-38.93290587750632,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
590,False,"{'a': 0.1, 'e': 0.6519}",20,3,-36.25926405398788,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 0}",1
591,False,"{'a': 0.1, 'e': 0.650719}",20,0,-85.71991277293728,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
592,False,"{'a': 0.1, 'e': 0.649536}",20,6,-18.508924367935695,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
593,False,"{'a': 0.1, 'e': 0.648351}",30,18,-12.627514097454561,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
594,False,"{'a': 0.1, 'e': 0.6471640000000001}",35,13,-20.656950194948877,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 1}",1
595,False,"{'a': 0.1, 'e': 0.645975}",30,0,-104.09567593192686,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
596,False,"{'a': 0.1, 'e': 0.644784}",20,0,-34.42935874720614,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
597,False,"{'a': 0.1, 'e': 0.643591}",20,5,-4.840750673744635,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
598,False,"{'a': 0.1, 'e': 0.642396}",20,8,-1.4537972627644935,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
599,False,"{'a': 0.1, 'e': 0.6411990000000001}",20,0,-83.4955064100977,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
600,False,"{'a': 0.1, 'e': 0.64}",20,11,-22.642751698930052,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
601,False,"{'a': 0.1, 'e': 0.638799}",20,0,-59.496291587089814,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
602,False,"{'a': 0.1, 'e': 0.637596}",20,3,-38.2147651871959,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
603,False,"{'a': 0.1, 'e': 0.636391}",25,1,-164.20250370976157,"{0: 14, 1: 3, 2: 3, 3: 1, 4: 3}",1
604,False,"{'a': 0.1, 'e': 0.635184}",20,8,-26.874748170936552,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
605,False,"{'a': 0.1, 'e': 0.633975}",20,13,7.621644259911694,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.1, 'e': 0.632764}",20,0,-86.59791408944366,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
607,False,"{'a': 0.1, 'e': 0.631551}",30,4,-19.888295477611724,"{0: 22, 1: 1, 2: 1, 3: 2, 4: 0}",1
608,False,"{'a': 0.1, 'e': 0.630336}",25,0,-98.47973713782503,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
609,False,"{'a': 0.1, 'e': 0.629119}",25,3,-22.90149168844695,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 0}",1
610,False,"{'a': 0.1, 'e': 0.6279}",30,14,-13.279631690862791,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 0}",1
611,False,"{'a': 0.1, 'e': 0.626679}",20,10,-18.135198837851757,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
612,False,"{'a': 0.1, 'e': 0.625456}",20,6,-28.380345641699133,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
613,False,"{'a': 0.1, 'e': 0.624231}",35,13,-62.64135110617153,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 1}",1
614,False,"{'a': 0.1, 'e': 0.623004}",25,0,-71.51145093693113,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
615,False,"{'a': 0.1, 'e': 0.621775}",30,6,-62.90554620916378,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 1}",1
616,False,"{'a': 0.1, 'e': 0.620544}",25,0,-145.78749077697634,"{0: 13, 1: 2, 2: 7, 3: 2, 4: 1}",0
617,False,"{'a': 0.1, 'e': 0.619311}",20,0,-114.24383033112406,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
618,False,"{'a': 0.1, 'e': 0.6180760000000001}",20,8,-35.00554096988592,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
619,False,"{'a': 0.1, 'e': 0.616839}",20,0,-15.489415568261895,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
620,False,"{'a': 0.1, 'e': 0.6156}",20,0,-0.7847980618341752,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
621,False,"{'a': 0.1, 'e': 0.6143590000000001}",20,0,-199.7840208142875,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 5}",0
622,False,"{'a': 0.1, 'e': 0.613116}",20,0,-44.49973344571022,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
623,False,"{'a': 0.1, 'e': 0.611871}",20,1,-39.63197705555132,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 0}",1
624,False,"{'a': 0.1, 'e': 0.6106240000000001}",25,17,9.14573327784631,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.1, 'e': 0.609375}",30,0,-84.84917312429197,"{0: 20, 1: 5, 2: 3, 3: 1, 4: 1}",1
626,False,"{'a': 0.1, 'e': 0.608124}",20,0,-55.69228853383202,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
627,False,"{'a': 0.1, 'e': 0.6068709999999999}",25,0,-45.121491499893125,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
628,False,"{'a': 0.1, 'e': 0.605616}",20,0,-64.70205337302204,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
629,False,"{'a': 0.1, 'e': 0.6043590000000001}",20,1,-64.02612831161136,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 2}",1
630,False,"{'a': 0.1, 'e': 0.6031}",30,16,-0.5697722665056668,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
631,False,"{'a': 0.1, 'e': 0.601839}",25,10,-42.768269805064655,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
632,False,"{'a': 0.1, 'e': 0.600576}",25,4,-78.37855831040683,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 2}",1
633,False,"{'a': 0.1, 'e': 0.599311}",20,4,-14.236437601214035,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
634,False,"{'a': 0.1, 'e': 0.598044}",30,18,12.932854321623937,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.1, 'e': 0.596775}",30,0,-92.92167985864725,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
636,False,"{'a': 0.1, 'e': 0.595504}",30,1,-17.8218804591221,"{0: 25, 1: 1, 2: 1, 3: 2, 4: 0}",1
637,False,"{'a': 0.1, 'e': 0.594231}",30,14,25.66130473485375,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.1, 'e': 0.592956}",25,0,-67.95941597896679,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
639,False,"{'a': 0.1, 'e': 0.5916790000000001}",20,14,-0.7067497508423877,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.1, 'e': 0.5904}",25,4,-7.544549252588007,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
641,False,"{'a': 0.1, 'e': 0.589119}",20,0,3.284775813673167,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
642,False,"{'a': 0.1, 'e': 0.587836}",30,0,-80.30305796419044,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
643,False,"{'a': 0.1, 'e': 0.586551}",25,5,21.544309172631465,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.1, 'e': 0.585264}",25,0,-165.5893153943633,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
645,False,"{'a': 0.1, 'e': 0.583975}",30,15,15.586603953171487,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
646,False,"{'a': 0.1, 'e': 0.582684}",30,0,-107.60028935587238,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 2}",0
647,False,"{'a': 0.1, 'e': 0.581391}",20,0,-69.77325240281041,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
648,False,"{'a': 0.1, 'e': 0.580096}",25,14,-12.50378434330355,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
649,False,"{'a': 0.1, 'e': 0.5787990000000001}",20,0,-76.95693623054478,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
650,False,"{'a': 0.1, 'e': 0.5775}",20,3,-109.0473098649784,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 2}",1
651,False,"{'a': 0.1, 'e': 0.576199}",30,16,-62.85051279353611,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
652,False,"{'a': 0.1, 'e': 0.5748960000000001}",30,12,-19.92055957562223,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
653,False,"{'a': 0.1, 'e': 0.573591}",20,10,-20.40024976193731,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
654,False,"{'a': 0.1, 'e': 0.572284}",20,16,6.683799128459726,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.1, 'e': 0.570975}",20,16,6.575203756538132,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.1, 'e': 0.569664}",25,0,-70.93147416340112,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
657,False,"{'a': 0.1, 'e': 0.568351}",20,0,-41.22737825344213,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
658,False,"{'a': 0.1, 'e': 0.5670360000000001}",20,3,-2.538984770683421,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
659,False,"{'a': 0.1, 'e': 0.5657190000000001}",30,19,7.630401276503631,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.1, 'e': 0.5644}",25,0,-87.31117509055832,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
661,False,"{'a': 0.1, 'e': 0.563079}",25,0,-98.06292027969077,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",1
662,False,"{'a': 0.1, 'e': 0.561756}",30,19,4.9525184684548424,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
663,False,"{'a': 0.1, 'e': 0.560431}",25,9,-19.655518428725053,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
664,False,"{'a': 0.1, 'e': 0.559104}",25,17,13.512258585910484,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.1, 'e': 0.557775}",20,0,-3.1317035112470832,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
666,False,"{'a': 0.1, 'e': 0.5564439999999999}",20,0,-12.849409786709558,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
667,False,"{'a': 0.1, 'e': 0.555111}",20,0,-85.69185214941017,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
668,False,"{'a': 0.1, 'e': 0.553776}",20,2,27.687562787341818,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.1, 'e': 0.552439}",20,12,4.239954643978956,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
670,False,"{'a': 0.1, 'e': 0.5511}",20,0,17.100245789638716,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
671,False,"{'a': 0.1, 'e': 0.549759}",25,11,-62.880975197713646,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 1}",1
672,False,"{'a': 0.1, 'e': 0.548416}",35,5,-22.020745018207176,"{0: 25, 1: 0, 2: 4, 3: 1, 4: 0}",1
673,False,"{'a': 0.1, 'e': 0.5470710000000001}",20,0,0.4481062383927128,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
674,False,"{'a': 0.1, 'e': 0.5457240000000001}",20,0,-32.324944137398155,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",1
675,False,"{'a': 0.1, 'e': 0.544375}",20,0,-13.411946738330052,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
676,False,"{'a': 0.1, 'e': 0.543024}",25,4,-16.4819125512325,"{0: 16, 1: 3, 2: 1, 3: 1, 4: 0}",1
677,False,"{'a': 0.1, 'e': 0.541671}",20,0,-142.90645856286187,"{0: 10, 1: 2, 2: 4, 3: 3, 4: 1}",0
678,False,"{'a': 0.1, 'e': 0.540316}",25,3,-76.476967580694,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 1}",1
679,False,"{'a': 0.1, 'e': 0.538959}",25,18,-32.94473364830367,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
680,False,"{'a': 0.1, 'e': 0.5376000000000001}",25,13,10.138570810281797,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
681,False,"{'a': 0.1, 'e': 0.536239}",20,6,-28.613511061514014,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
682,False,"{'a': 0.1, 'e': 0.534876}",35,22,-46.80348531216534,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
683,False,"{'a': 0.1, 'e': 0.5335110000000001}",20,0,-56.82720063173137,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
684,False,"{'a': 0.1, 'e': 0.532144}",20,12,8.702330144790091,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.1, 'e': 0.530775}",20,10,-47.638834114157774,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
686,False,"{'a': 0.1, 'e': 0.529404}",20,9,-60.678344651605336,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
687,False,"{'a': 0.1, 'e': 0.528031}",20,0,-5.573673988335219,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
688,False,"{'a': 0.1, 'e': 0.526656}",25,11,-7.317897211688662,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
689,False,"{'a': 0.1, 'e': 0.525279}",25,11,-117.12644200756489,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 2}",1
690,False,"{'a': 0.1, 'e': 0.5239}",20,9,-23.832760471593968,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
691,False,"{'a': 0.1, 'e': 0.522519}",20,7,-5.823062129433499,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
692,False,"{'a': 0.1, 'e': 0.521136}",20,0,-49.62284708371009,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
693,False,"{'a': 0.1, 'e': 0.5197510000000001}",35,17,-7.0354488027869895,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
694,False,"{'a': 0.1, 'e': 0.518364}",20,0,-73.7385586594787,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
695,False,"{'a': 0.1, 'e': 0.516975}",20,0,-32.842895410689124,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
696,False,"{'a': 0.1, 'e': 0.515584}",30,4,-32.303784274561544,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 1}",1
697,False,"{'a': 0.1, 'e': 0.5141910000000001}",20,0,-59.171264532326845,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
698,False,"{'a': 0.1, 'e': 0.512796}",20,0,17.867747115686527,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.1, 'e': 0.511399}",25,12,-1.5362124578129182,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
