trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
316,False,"{'a': 0.1, 'e': 0.900144}",20,0,-27.510810514274024,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
317,False,"{'a': 0.1, 'e': 0.899511}",20,0,-155.6480995961794,"{0: 8, 1: 2, 2: 7, 3: 2, 4: 1}",0
318,False,"{'a': 0.1, 'e': 0.898876}",20,0,-35.27550910572422,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
319,False,"{'a': 0.1, 'e': 0.898239}",20,10,-9.017538260983468,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
320,False,"{'a': 0.1, 'e': 0.8976}",25,0,-143.5275103199149,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
321,False,"{'a': 0.1, 'e': 0.8969590000000001}",25,0,-65.27193705015151,"{0: 14, 1: 5, 2: 5, 3: 1, 4: 0}",0
322,False,"{'a': 0.1, 'e': 0.896316}",20,0,-126.81295942090743,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
323,False,"{'a': 0.1, 'e': 0.895671}",25,7,-85.81441638924385,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 1}",1
324,False,"{'a': 0.1, 'e': 0.895024}",20,0,-199.11254725037685,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
325,False,"{'a': 0.1, 'e': 0.894375}",20,0,-214.3076037243983,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 4}",0
326,False,"{'a': 0.1, 'e': 0.893724}",20,0,-85.22869913762352,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
327,False,"{'a': 0.1, 'e': 0.893071}",20,0,-111.6440340688492,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
328,False,"{'a': 0.1, 'e': 0.892416}",25,0,-78.33328327669261,"{0: 14, 1: 5, 2: 5, 3: 1, 4: 0}",0
329,False,"{'a': 0.1, 'e': 0.891759}",25,0,-101.22104725991639,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
330,False,"{'a': 0.1, 'e': 0.8911}",25,12,-63.906145404124054,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
331,False,"{'a': 0.1, 'e': 0.890439}",20,0,-50.843591552899404,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
332,False,"{'a': 0.1, 'e': 0.889776}",25,0,-72.88798400128766,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
333,False,"{'a': 0.1, 'e': 0.889111}",30,4,-73.37487212713796,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 1}",1
334,False,"{'a': 0.1, 'e': 0.888444}",25,0,-94.72444324200559,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
335,False,"{'a': 0.1, 'e': 0.887775}",30,0,-55.68448697695212,"{0: 19, 1: 7, 2: 3, 3: 1, 4: 0}",0
336,False,"{'a': 0.1, 'e': 0.887104}",20,15,1.1591005473979366,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.1, 'e': 0.886431}",20,0,-49.39615362133645,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
338,False,"{'a': 0.1, 'e': 0.885756}",30,0,-115.1918176515207,"{0: 19, 1: 4, 2: 4, 3: 2, 4: 1}",0
339,False,"{'a': 0.1, 'e': 0.885079}",20,0,-65.35998654934693,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
340,False,"{'a': 0.1, 'e': 0.8844}",30,0,-76.59922281481211,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
341,False,"{'a': 0.1, 'e': 0.883719}",20,12,-23.30390055691345,"{0: 4, 1: 2, 2: 2, 3: 0, 4: 0}",1
342,False,"{'a': 0.1, 'e': 0.883036}",20,0,-144.0780185315168,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
343,False,"{'a': 0.1, 'e': 0.882351}",30,3,-113.70897433201678,"{0: 18, 1: 1, 2: 5, 3: 2, 4: 1}",1
344,False,"{'a': 0.1, 'e': 0.881664}",20,2,-81.94500217992606,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
345,False,"{'a': 0.1, 'e': 0.8809750000000001}",35,14,-8.264814657165935,"{0: 15, 1: 6, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.1, 'e': 0.8802840000000001}",20,0,-71.12580731027974,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
347,False,"{'a': 0.1, 'e': 0.879591}",20,0,-142.09587198915864,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
348,False,"{'a': 0.1, 'e': 0.878896}",20,1,-15.89610976674844,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 0}",1
349,False,"{'a': 0.1, 'e': 0.878199}",25,0,-122.2317249522832,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",0
350,False,"{'a': 0.1, 'e': 0.8775}",20,9,-23.037635749200394,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
351,False,"{'a': 0.1, 'e': 0.876799}",20,0,-43.10868641182429,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
352,False,"{'a': 0.1, 'e': 0.876096}",35,11,-44.974184700701706,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 0}",1
353,False,"{'a': 0.1, 'e': 0.875391}",20,0,-8.560969878945594,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
354,False,"{'a': 0.1, 'e': 0.874684}",20,0,-64.33238654669248,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
355,False,"{'a': 0.1, 'e': 0.873975}",20,0,-52.4096929100736,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
356,False,"{'a': 0.1, 'e': 0.873264}",25,0,-132.30738215003484,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
357,False,"{'a': 0.1, 'e': 0.872551}",20,0,-112.87440415729361,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
358,False,"{'a': 0.1, 'e': 0.871836}",20,0,-97.90250972854419,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
359,False,"{'a': 0.1, 'e': 0.871119}",25,0,-73.17156940598765,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
360,False,"{'a': 0.1, 'e': 0.8704000000000001}",20,11,-20.567721031035624,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
361,False,"{'a': 0.1, 'e': 0.869679}",30,0,-137.71544221791905,"{0: 18, 1: 2, 2: 7, 3: 2, 4: 1}",0
362,False,"{'a': 0.1, 'e': 0.8689560000000001}",25,0,-123.19645430188349,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
363,False,"{'a': 0.1, 'e': 0.868231}",25,9,-43.53153543678741,"{0: 9, 1: 4, 2: 3, 3: 0, 4: 0}",1
364,False,"{'a': 0.1, 'e': 0.867504}",30,0,-87.16110887499235,"{0: 19, 1: 4, 2: 5, 3: 2, 4: 0}",0
365,False,"{'a': 0.1, 'e': 0.8667750000000001}",20,0,-87.89728565634127,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
366,False,"{'a': 0.1, 'e': 0.866044}",25,0,-112.4127313275248,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
367,False,"{'a': 0.1, 'e': 0.8653109999999999}",25,0,-83.08938648694918,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
368,False,"{'a': 0.1, 'e': 0.864576}",20,0,-60.346502771249106,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
369,False,"{'a': 0.1, 'e': 0.863839}",20,1,-108.06430000712767,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 1}",1
370,False,"{'a': 0.1, 'e': 0.8631}",20,10,-8.554981067981178,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.1, 'e': 0.862359}",35,0,-215.55276867793955,"{0: 15, 1: 7, 2: 8, 3: 4, 4: 1}",0
372,False,"{'a': 0.1, 'e': 0.8616159999999999}",35,0,-327.9939163224793,"{0: 20, 1: 2, 2: 4, 3: 3, 4: 6}",1
373,False,"{'a': 0.1, 'e': 0.8608709999999999}",20,0,-87.44617890991715,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
374,False,"{'a': 0.1, 'e': 0.860124}",35,0,-134.47602834770078,"{0: 19, 1: 7, 2: 8, 3: 0, 4: 1}",0
375,False,"{'a': 0.1, 'e': 0.859375}",25,0,-134.78259692694525,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
376,False,"{'a': 0.1, 'e': 0.858624}",25,0,-131.1355022459416,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
377,False,"{'a': 0.1, 'e': 0.857871}",20,0,-137.28493142595235,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
378,False,"{'a': 0.1, 'e': 0.857116}",30,0,-92.53787546896717,"{0: 19, 1: 7, 2: 2, 3: 1, 4: 1}",0
379,False,"{'a': 0.1, 'e': 0.856359}",20,5,9.276787864257829,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.1, 'e': 0.8556}",30,15,-29.710378948826154,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
381,False,"{'a': 0.1, 'e': 0.854839}",30,21,-28.54980151786295,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
382,False,"{'a': 0.1, 'e': 0.8540760000000001}",25,11,-23.677746562706243,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
383,False,"{'a': 0.1, 'e': 0.853311}",25,0,-160.2338959280851,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
384,False,"{'a': 0.1, 'e': 0.852544}",20,0,-114.40190990540964,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
385,False,"{'a': 0.1, 'e': 0.851775}",30,15,-23.906369012860242,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
386,False,"{'a': 0.1, 'e': 0.851004}",20,0,-89.49269431976367,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
387,False,"{'a': 0.1, 'e': 0.850231}",25,8,-79.24258203333115,"{0: 9, 1: 4, 2: 3, 3: 0, 4: 1}",1
388,False,"{'a': 0.1, 'e': 0.849456}",20,0,-84.09211950011816,"{0: 9, 1: 4, 2: 6, 3: 1, 4: 0}",0
389,False,"{'a': 0.1, 'e': 0.848679}",25,18,1.8421505403098395,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.1, 'e': 0.8479}",20,12,-51.811543430724676,"{0: 4, 1: 0, 2: 2, 3: 2, 4: 0}",1
391,False,"{'a': 0.1, 'e': 0.847119}",25,10,-6.716819904070836,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
392,False,"{'a': 0.1, 'e': 0.846336}",20,0,-109.32207783228651,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
393,False,"{'a': 0.1, 'e': 0.8455509999999999}",25,0,-129.17539832880294,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
394,False,"{'a': 0.1, 'e': 0.8447640000000001}",25,0,-93.19930918852752,"{0: 16, 1: 0, 2: 7, 3: 2, 4: 0}",0
395,False,"{'a': 0.1, 'e': 0.843975}",25,0,-64.13365308598534,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
396,False,"{'a': 0.1, 'e': 0.843184}",35,8,-48.816840015926736,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 0}",1
397,False,"{'a': 0.1, 'e': 0.842391}",20,0,-63.111520806990946,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
398,False,"{'a': 0.1, 'e': 0.841596}",20,0,-83.39176456628016,"{0: 11, 1: 5, 2: 1, 3: 3, 4: 0}",0
399,False,"{'a': 0.1, 'e': 0.8407990000000001}",20,0,-63.26566426226886,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
400,False,"{'a': 0.1, 'e': 0.84}",25,1,-52.318855284119074,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 1}",1
401,False,"{'a': 0.1, 'e': 0.839199}",25,0,-119.962302215824,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
402,False,"{'a': 0.1, 'e': 0.838396}",25,8,-13.867870801297009,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
403,False,"{'a': 0.1, 'e': 0.837591}",20,0,-126.10514251757702,"{0: 10, 1: 4, 2: 2, 3: 3, 4: 1}",0
404,False,"{'a': 0.1, 'e': 0.836784}",25,0,-122.60430764657502,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",1
405,False,"{'a': 0.1, 'e': 0.835975}",20,4,-80.40407312066978,"{0: 11, 1: 1, 2: 1, 3: 2, 4: 1}",1
406,False,"{'a': 0.1, 'e': 0.835164}",25,8,-17.63841263572544,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
407,False,"{'a': 0.1, 'e': 0.8343510000000001}",25,10,-85.74194454118114,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 2}",1
408,False,"{'a': 0.1, 'e': 0.833536}",20,0,-37.41613444753122,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
409,False,"{'a': 0.1, 'e': 0.832719}",25,0,-76.1270382667434,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
410,False,"{'a': 0.1, 'e': 0.8319}",20,0,-197.87897498275217,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 3}",0
411,False,"{'a': 0.1, 'e': 0.831079}",20,0,-80.86315180743594,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",1
412,False,"{'a': 0.1, 'e': 0.830256}",20,0,-8.060853956267541,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
413,False,"{'a': 0.1, 'e': 0.829431}",20,8,-17.023449366873873,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
414,False,"{'a': 0.1, 'e': 0.828604}",20,0,-68.22423878774003,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
415,False,"{'a': 0.1, 'e': 0.827775}",25,0,-101.13428385364747,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
416,False,"{'a': 0.1, 'e': 0.826944}",35,0,-101.48368389990375,"{0: 24, 1: 3, 2: 6, 3: 1, 4: 1}",0
417,False,"{'a': 0.1, 'e': 0.826111}",25,13,8.482756152894371,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.1, 'e': 0.825276}",25,0,-64.35104063509642,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
419,False,"{'a': 0.1, 'e': 0.824439}",25,4,-47.93548151168905,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 1}",1
420,False,"{'a': 0.1, 'e': 0.8236}",20,0,-44.03473838635557,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
421,False,"{'a': 0.1, 'e': 0.822759}",25,0,-61.7199535575509,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
422,False,"{'a': 0.1, 'e': 0.821916}",25,15,-24.82735128600089,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
423,False,"{'a': 0.1, 'e': 0.821071}",25,0,-141.40898308945503,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 3}",0
424,False,"{'a': 0.1, 'e': 0.8202240000000001}",20,0,-107.49461886438235,"{0: 7, 1: 4, 2: 8, 3: 1, 4: 0}",0
425,False,"{'a': 0.1, 'e': 0.819375}",25,0,-28.10369304630907,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
426,False,"{'a': 0.1, 'e': 0.818524}",20,0,-116.58978652634293,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
427,False,"{'a': 0.1, 'e': 0.817671}",20,0,-60.544311041914376,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
428,False,"{'a': 0.1, 'e': 0.816816}",20,0,-181.73029107886157,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
429,False,"{'a': 0.1, 'e': 0.815959}",20,0,-132.1710590326739,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
430,False,"{'a': 0.1, 'e': 0.8151}",35,25,-19.53244003582382,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
431,False,"{'a': 0.1, 'e': 0.814239}",30,0,-163.44583044584115,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
432,False,"{'a': 0.1, 'e': 0.813376}",20,0,-17.327207453947647,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
433,False,"{'a': 0.1, 'e': 0.812511}",20,0,-124.65136013686183,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
434,False,"{'a': 0.1, 'e': 0.811644}",30,5,-102.78536137893563,"{0: 15, 1: 3, 2: 3, 3: 4, 4: 0}",1
435,False,"{'a': 0.1, 'e': 0.810775}",20,0,-72.64090329873417,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
436,False,"{'a': 0.1, 'e': 0.809904}",20,3,-94.1565703988545,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 2}",1
437,False,"{'a': 0.1, 'e': 0.8090310000000001}",25,0,-20.252806028031983,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
438,False,"{'a': 0.1, 'e': 0.808156}",25,0,-92.42430953268168,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
439,False,"{'a': 0.1, 'e': 0.807279}",20,0,-119.79040970955931,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
440,False,"{'a': 0.1, 'e': 0.8064}",20,0,-97.74358551576124,"{0: 11, 1: 2, 2: 4, 3: 3, 4: 0}",0
441,False,"{'a': 0.1, 'e': 0.805519}",20,0,-42.22757195281922,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
442,False,"{'a': 0.1, 'e': 0.804636}",30,0,-199.53466709515075,"{0: 14, 1: 5, 2: 5, 3: 5, 4: 1}",0
443,False,"{'a': 0.1, 'e': 0.803751}",20,0,-124.49276090422396,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
444,False,"{'a': 0.1, 'e': 0.802864}",20,0,-150.13486012584778,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
445,False,"{'a': 0.1, 'e': 0.801975}",20,0,-73.40266026418834,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
446,False,"{'a': 0.1, 'e': 0.801084}",20,0,-73.42000786818201,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
447,False,"{'a': 0.1, 'e': 0.800191}",25,2,-32.95699689409686,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 0}",1
448,False,"{'a': 0.1, 'e': 0.799296}",25,0,-82.15187667710667,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
449,False,"{'a': 0.1, 'e': 0.798399}",25,0,-89.61255545777465,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
450,False,"{'a': 0.1, 'e': 0.7975}",35,0,-153.7212926732993,"{0: 24, 1: 0, 2: 8, 3: 1, 4: 2}",0
451,False,"{'a': 0.1, 'e': 0.7965990000000001}",25,0,-9.312338445742085,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
452,False,"{'a': 0.1, 'e': 0.795696}",25,0,-253.8555023089146,"{0: 11, 1: 2, 2: 4, 3: 5, 4: 3}",0
453,False,"{'a': 0.1, 'e': 0.794791}",35,21,-83.76494897949556,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 1}",1
454,False,"{'a': 0.1, 'e': 0.793884}",20,0,-201.3858058841721,"{0: 6, 1: 3, 2: 6, 3: 3, 4: 2}",0
455,False,"{'a': 0.1, 'e': 0.792975}",25,0,-252.62812025983533,"{0: 11, 1: 4, 2: 3, 3: 3, 4: 4}",0
456,False,"{'a': 0.1, 'e': 0.792064}",25,3,-150.72117493226358,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 3}",1
457,False,"{'a': 0.1, 'e': 0.791151}",25,16,-31.619640113000695,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
458,False,"{'a': 0.1, 'e': 0.790236}",20,0,-113.91206230942267,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
459,False,"{'a': 0.1, 'e': 0.789319}",20,3,-50.140998318235276,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 0}",1
460,False,"{'a': 0.1, 'e': 0.7884}",25,0,-70.14708980430439,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
461,False,"{'a': 0.1, 'e': 0.787479}",25,0,-113.53875752347439,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
462,False,"{'a': 0.1, 'e': 0.786556}",30,5,-148.72408412926586,"{0: 13, 1: 3, 2: 5, 3: 3, 4: 1}",1
463,False,"{'a': 0.1, 'e': 0.785631}",20,9,-26.385117727752853,"{0: 6, 1: 3, 2: 2, 3: 0, 4: 0}",1
464,False,"{'a': 0.1, 'e': 0.7847040000000001}",25,0,-123.03394375421256,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
465,False,"{'a': 0.1, 'e': 0.783775}",30,15,-41.596587592980306,"{0: 7, 1: 5, 2: 3, 3: 0, 4: 0}",1
466,False,"{'a': 0.1, 'e': 0.782844}",20,5,-30.266715926381398,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 0}",1
467,False,"{'a': 0.1, 'e': 0.781911}",25,0,-149.81688573566532,"{0: 14, 1: 3, 2: 3, 3: 4, 4: 1}",0
468,False,"{'a': 0.1, 'e': 0.780976}",20,1,-71.24993896654239,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 0}",1
469,False,"{'a': 0.1, 'e': 0.780039}",25,0,-66.67578823442648,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
470,False,"{'a': 0.1, 'e': 0.7791}",25,5,-68.22817585611581,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",1
471,False,"{'a': 0.1, 'e': 0.778159}",25,7,-63.471514558340736,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 1}",1
472,False,"{'a': 0.1, 'e': 0.777216}",20,12,-6.786213311960786,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
473,False,"{'a': 0.1, 'e': 0.776271}",30,0,-140.1084405295019,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
474,False,"{'a': 0.1, 'e': 0.775324}",20,2,-35.31746134097304,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 1}",1
475,False,"{'a': 0.1, 'e': 0.774375}",30,0,-63.59325782706421,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
476,False,"{'a': 0.1, 'e': 0.773424}",30,1,-123.79122758978578,"{0: 15, 1: 4, 2: 8, 3: 2, 4: 0}",1
477,False,"{'a': 0.1, 'e': 0.772471}",30,0,-130.87786413594304,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 2}",0
478,False,"{'a': 0.1, 'e': 0.771516}",20,0,-61.90171487206868,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
479,False,"{'a': 0.1, 'e': 0.770559}",30,0,-91.98083419694485,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
480,False,"{'a': 0.1, 'e': 0.7696000000000001}",35,0,-156.90486536988274,"{0: 21, 1: 2, 2: 9, 3: 2, 4: 1}",0
481,False,"{'a': 0.1, 'e': 0.7686390000000001}",20,0,-60.92913380916677,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
482,False,"{'a': 0.1, 'e': 0.767676}",20,12,3.5287286604017067,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.1, 'e': 0.766711}",30,0,-35.805222006922186,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
484,False,"{'a': 0.1, 'e': 0.765744}",25,0,-70.85591214744183,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
485,False,"{'a': 0.1, 'e': 0.764775}",20,0,-166.48933314457486,"{0: 9, 1: 5, 2: 3, 3: 0, 4: 3}",0
486,False,"{'a': 0.1, 'e': 0.763804}",30,0,-184.48414836527178,"{0: 18, 1: 1, 2: 8, 3: 0, 4: 3}",0
487,False,"{'a': 0.1, 'e': 0.762831}",30,11,-140.23278120686666,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 3}",1
488,False,"{'a': 0.1, 'e': 0.761856}",20,0,-42.0977559277714,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
489,False,"{'a': 0.1, 'e': 0.760879}",30,0,-117.9291411159291,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
490,False,"{'a': 0.1, 'e': 0.7599}",20,0,-41.8576215271456,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
491,False,"{'a': 0.1, 'e': 0.758919}",25,5,-104.71698421161167,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",1
492,False,"{'a': 0.1, 'e': 0.7579359999999999}",20,0,-72.79752745430028,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
493,False,"{'a': 0.1, 'e': 0.756951}",25,10,-0.023182353961144653,"{0: 11, 1: 4, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.1, 'e': 0.7559640000000001}",25,0,-68.69981126040065,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
495,False,"{'a': 0.1, 'e': 0.754975}",25,0,-19.370675884719,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
496,False,"{'a': 0.1, 'e': 0.753984}",25,0,-52.97125061702458,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
497,False,"{'a': 0.1, 'e': 0.752991}",20,0,-40.9767843113515,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
498,False,"{'a': 0.1, 'e': 0.751996}",20,0,-60.626828947711296,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
499,False,"{'a': 0.1, 'e': 0.750999}",20,0,-36.79913421905687,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
500,False,"{'a': 0.1, 'e': 0.75}",20,0,-95.71117210185156,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
501,False,"{'a': 0.1, 'e': 0.748999}",20,0,-40.27477761838913,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
502,False,"{'a': 0.1, 'e': 0.747996}",30,8,-33.125917298341534,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 0}",1
503,False,"{'a': 0.1, 'e': 0.746991}",25,0,-21.33125857245836,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
504,False,"{'a': 0.1, 'e': 0.745984}",20,0,-158.97872376212052,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
505,False,"{'a': 0.1, 'e': 0.7449749999999999}",30,0,-149.0875784962011,"{0: 22, 1: 2, 2: 1, 3: 2, 4: 3}",0
506,False,"{'a': 0.1, 'e': 0.7439640000000001}",25,0,-128.8945574455313,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
507,False,"{'a': 0.1, 'e': 0.742951}",25,0,-75.18078187998177,"{0: 17, 1: 5, 2: 1, 3: 1, 4: 1}",0
